Customer ID,Comfort,Fit & Sizing,Preferred Pieces,Design & Style,Material Quality,Color & Patterns,Additional Aspects,Fashion Type
1265,4,2,Fringe Dress,Simple,Average,Beige,Satisfied,Casual
1919,5,3,Polo Shirt,Artistic,Good,Navy,Satisfied,Casual
725,4,1,T-shirt,Simple,Average,Purple,Satisfied,Casual
5128,5,3,Embroidered Skirt,Artistic,Excellent,Floral,Satisfied,Bohemian
5170,4,4,Embroidered Skirt,Artistic,Excellent,Blue,Dissatisfied,Bohemian
3836,5,4,Tuxedo,Elegant,Excellent,Black,Satisfied,Formal
430,3,1,Track Pants,Simple,Average,Pink,Satisfied,Casual
3135,5,4,Suit,Elegant,Excellent,Red,Satisfied,Formal
5001,5,3,Maxi Dress,Artistic,Good,Blue,Dissatisfied,Bohemian
7639,5,4,Hoodie,Bold Graphics,Good,Purple,Dissatisfied,Streetwear
1008,3,1,Jeans,Simple,Average,Green,Satisfied,Casual
5429,3,4,Boho Blouse,Artistic,Excellent,Pink,Dissatisfied,Bohemian
5193,4,4,Maxi Dress,Artistic,Good,Blue,Dissatisfied,Bohemian
9748,3,3,Yoga Pants,Bold Graphics,Good,Pink,Dissatisfied,Athleisure
8420,3,1,Yoga Pants,Bold Graphics,Average,Floral,Dissatisfied,Athleisure
8173,4,3,Yoga Pants,Bold Graphics,Good,Green,Satisfied,Athleisure
9269,3,2,Sweat-wicking Tee,Bold Graphics,Good,White,Dissatisfied,Athleisure
3169,5,5,Formal Shirt,Elegant,Excellent,Yellow,Dissatisfied,Formal
8531,3,1,Leggings,Bold Graphics,Average,Floral,Dissatisfied,Athleisure
8267,5,3,Leggings,Bold Graphics,Average,Floral,Satisfied,Athleisure
9717,4,1,Yoga Pants,Stylish,Good,Beige,Satisfied,Athleisure
3440,5,4,Formal Shirt,Elegant,Excellent,Green,Dissatisfied,Formal
4439,4,2,Maxi Dress,Artistic,Good,Navy,Dissatisfied,Bohemian
1649,4,3,Evening Dress,Simple,Average,Navy,Dissatisfied,Casual
3457,5,4,Tuxedo,Elegant,Excellent,Pink,Dissatisfied,Formal
1375,5,2,Sports Bra,Artistic,Good,Navy,Dissatisfied,Casual
8581,4,1,Sweat-wicking Tee,Bold Graphics,Good,Gray,Satisfied,Athleisure
4782,3,2,Embroidered Skirt,Artistic,Good,Brown,Satisfied,Bohemian
2165,4,5,Suit,Elegant,Excellent,Gray,Satisfied,Formal
2123,5,5,Suit,Elegant,Excellent,Yellow,Satisfied,Formal
9794,4,2,Leggings,Bold Graphics,Average,Gray,Dissatisfied,Athleisure
2568,4,5,Suit,Elegant,Excellent,White,Dissatisfied,Formal
8465,4,3,Sweat-wicking Tee,Stylish,Good,Blue,Dissatisfied,Athleisure
6439,3,4,Hoodie,Stylish,Good,Brown,Dissatisfied,Streetwear
5277,4,4,Boho Blouse,Artistic,Excellent,Beige,Dissatisfied,Bohemian
8328,4,2,Yoga Pants,Bold Graphics,Good,Floral,Dissatisfied,Athleisure
5081,5,2,Boho Blouse,Artistic,Excellent,Gray,Dissatisfied,Bohemian
5201,3,2,Embroidered Skirt,Artistic,Excellent,Purple,Dissatisfied,Bohemian
9922,3,1,Yoga Pants,Bold Graphics,Average,Beige,Satisfied,Athleisure
6925,3,4,Joggers,Bold Graphics,Excellent,Green,Dissatisfied,Streetwear
2794,4,4,Tuxedo,Elegant,Excellent,Purple,Dissatisfied,Formal
3873,5,5,Suit,Elegant,Excellent,Navy,Dissatisfied,Formal
1530,5,3,Baseball Cap,Artistic,Average,White,Dissatisfied,Casual
8759,5,3,Sweat-wicking Tee,Bold Graphics,Average,Brown,Dissatisfied,Athleisure
124,3,1,Maxi Dress,Simple,Average,Green,Satisfied,Casual
2993,5,4,Suit,Elegant,Excellent,Navy,Dissatisfied,Formal
2700,5,5,Tuxedo,Elegant,Excellent,Red,Dissatisfied,Formal
5166,4,2,Embroidered Skirt,Artistic,Good,Red,Dissatisfied,Bohemian
9494,5,1,Sweat-wicking Tee,Bold Graphics,Good,Floral,Satisfied,Athleisure
5810,4,3,Maxi Dress,Artistic,Good,Floral,Satisfied,Bohemian
4590,4,3,Boho Blouse,Artistic,Good,Purple,Dissatisfied,Bohemian
2342,5,5,Suit,Elegant,Excellent,White,Satisfied,Formal
2625,5,4,Formal Shirt,Elegant,Excellent,Pink,Satisfied,Formal
9468,3,3,Sweat-wicking Tee,Stylish,Average,Green,Satisfied,Athleisure
6004,4,3,Snapback,Stylish,Good,White,Dissatisfied,Streetwear
8230,5,1,Yoga Pants,Stylish,Good,Floral,Dissatisfied,Athleisure
6224,4,4,Snapback,Bold Graphics,Good,Green,Satisfied,Streetwear
6836,2,4,Joggers,Bold Graphics,Good,Brown,Satisfied,Streetwear
5640,5,4,Embroidered Skirt,Artistic,Good,Floral,Satisfied,Bohemian
2521,4,5,Suit,Elegant,Excellent,Yellow,Dissatisfied,Formal
2119,4,5,Formal Shirt,Elegant,Excellent,Gray,Satisfied,Formal
7957,2,3,Joggers,Bold Graphics,Excellent,Green,Dissatisfied,Streetwear
9171,5,3,Sweat-wicking Tee,Stylish,Average,Black,Dissatisfied,Athleisure
3801,5,4,Suit,Elegant,Excellent,Purple,Satisfied,Formal
2879,4,4,Tuxedo,Elegant,Excellent,Brown,Dissatisfied,Formal
8887,5,2,Yoga Pants,Stylish,Good,Yellow,Satisfied,Athleisure
7406,4,3,Joggers,Bold Graphics,Good,Gray,Dissatisfied,Streetwear
3994,4,5,Formal Shirt,Elegant,Excellent,Pink,Satisfied,Formal
3468,4,5,Suit,Elegant,Excellent,Navy,Dissatisfied,Formal
6265,2,4,Snapback,Bold Graphics,Excellent,Green,Satisfied,Streetwear
1321,4,2,Cargo Pants,Artistic,Average,Blue,Satisfied,Casual
1503,4,3,Button-up Shirt,Artistic,Good,Beige,Satisfied,Casual
5604,3,2,Boho Blouse,Artistic,Excellent,Black,Satisfied,Bohemian
3760,4,4,Tuxedo,Elegant,Excellent,Red,Satisfied,Formal
5832,4,2,Embroidered Skirt,Artistic,Good,Beige,Dissatisfied,Bohemian
4007,3,4,Maxi Dress,Artistic,Good,Green,Dissatisfied,Bohemian
9055,3,2,Yoga Pants,Stylish,Average,Pink,Dissatisfied,Athleisure
2147,4,5,Tuxedo,Elegant,Excellent,Purple,Dissatisfied,Formal
5505,3,4,Boho Blouse,Artistic,Good,Black,Dissatisfied,Bohemian
9676,3,1,Sweat-wicking Tee,Stylish,Average,Red,Dissatisfied,Athleisure
8340,5,2,Sweat-wicking Tee,Bold Graphics,Good,Yellow,Satisfied,Athleisure
5922,4,2,Embroidered Skirt,Artistic,Excellent,Green,Satisfied,Bohemian
9910,3,3,Sweat-wicking Tee,Stylish,Average,Red,Satisfied,Athleisure
2623,5,4,Suit,Elegant,Excellent,Black,Satisfied,Formal
1046,4,3,Sweatpants,Artistic,Average,Brown,Satisfied,Casual
2805,4,4,Tuxedo,Elegant,Excellent,Purple,Satisfied,Formal
7340,3,3,Joggers,Stylish,Good,Purple,Dissatisfied,Streetwear
7848,5,4,Snapback,Bold Graphics,Excellent,White,Dissatisfied,Streetwear
8264,4,2,Leggings,Bold Graphics,Good,Black,Dissatisfied,Athleisure
3254,5,4,Tuxedo,Elegant,Excellent,White,Satisfied,Formal
9593,5,1,Sweat-wicking Tee,Stylish,Good,Green,Dissatisfied,Athleisure
7051,2,4,Joggers,Bold Graphics,Good,Navy,Satisfied,Streetwear
1610,4,3,Crochet Top,Artistic,Average,Brown,Dissatisfied,Casual
133,3,1,Boho Skirt,Simple,Average,Purple,Satisfied,Casual
473,3,1,Suit,Artistic,Average,Brown,Satisfied,Casual
6554,5,3,Joggers,Bold Graphics,Good,Green,Dissatisfied,Streetwear
601,3,1,Sweatshirt,Simple,Average,Purple,Dissatisfied,Casual
3175,5,5,Suit,Elegant,Excellent,Pink,Dissatisfied,Formal
535,5,3,Maxi Dress,Simple,Average,Purple,Satisfied,Casual
5944,5,4,Embroidered Skirt,Artistic,Good,Black,Satisfied,Bohemian
6828,5,3,Joggers,Bold Graphics,Good,Black,Satisfied,Streetwear
3027,5,5,Formal Shirt,Elegant,Excellent,Navy,Dissatisfied,Formal
6841,2,3,Snapback,Bold Graphics,Good,Yellow,Dissatisfied,Streetwear
2826,4,4,Suit,Elegant,Excellent,Beige,Dissatisfied,Formal
3501,5,4,Tuxedo,Elegant,Excellent,Black,Satisfied,Formal
6614,2,4,Hoodie,Bold Graphics,Excellent,Gray,Dissatisfied,Streetwear
7496,3,4,Hoodie,Stylish,Good,White,Satisfied,Streetwear
7149,5,3,Snapback,Stylish,Good,Pink,Dissatisfied,Streetwear
7361,2,3,Snapback,Bold Graphics,Excellent,Floral,Satisfied,Streetwear
247,4,3,Boho Blouse,Artistic,Good,Blue,Dissatisfied,Casual
3751,5,5,Suit,Elegant,Excellent,Purple,Satisfied,Formal
1724,3,3,Cargo Pants,Artistic,Good,Pink,Dissatisfied,Casual
2244,4,5,Suit,Elegant,Excellent,Brown,Satisfied,Formal
8467,5,2,Yoga Pants,Stylish,Average,Floral,Satisfied,Athleisure
296,3,3,Joggers,Artistic,Good,Gray,Dissatisfied,Casual
8285,5,3,Sweat-wicking Tee,Bold Graphics,Average,Yellow,Dissatisfied,Athleisure
7403,4,3,Snapback,Stylish,Good,Black,Dissatisfied,Streetwear
1545,5,1,Track Jacket,Artistic,Good,Navy,Satisfied,Casual
193,5,3,Gown,Artistic,Good,Gray,Dissatisfied,Casual
8754,4,2,Sweat-wicking Tee,Stylish,Average,Beige,Satisfied,Athleisure
2929,5,4,Suit,Elegant,Excellent,Blue,Satisfied,Formal
6693,5,3,Joggers,Stylish,Excellent,Red,Satisfied,Streetwear
7725,5,4,Joggers,Stylish,Excellent,Yellow,Dissatisfied,Streetwear
5769,4,4,Maxi Dress,Artistic,Good,Black,Satisfied,Bohemian
2492,5,4,Tuxedo,Elegant,Excellent,Gray,Dissatisfied,Formal
2245,4,4,Formal Shirt,Elegant,Excellent,Beige,Dissatisfied,Formal
2000,3,2,Polo Shirt,Artistic,Average,Pink,Satisfied,Casual
9771,4,1,Sweat-wicking Tee,Stylish,Average,Gray,Dissatisfied,Athleisure
5368,5,4,Boho Blouse,Artistic,Good,Blue,Dissatisfied,Bohemian
4136,4,4,Embroidered Skirt,Artistic,Excellent,Floral,Satisfied,Bohemian
2945,5,5,Formal Shirt,Elegant,Excellent,Yellow,Dissatisfied,Formal
9871,3,3,Sweat-wicking Tee,Bold Graphics,Average,White,Satisfied,Athleisure
3587,5,4,Suit,Elegant,Excellent,White,Dissatisfied,Formal
1193,4,3,Formal Shirt,Simple,Average,Pink,Dissatisfied,Casual
9611,4,1,Yoga Pants,Bold Graphics,Good,Brown,Dissatisfied,Athleisure
4891,3,3,Maxi Dress,Artistic,Excellent,Beige,Satisfied,Bohemian
5173,5,2,Embroidered Skirt,Artistic,Good,Green,Satisfied,Bohemian
928,3,3,Embroidered Top,Simple,Good,Beige,Dissatisfied,Casual
9609,5,3,Yoga Pants,Stylish,Good,Brown,Satisfied,Athleisure
4553,5,3,Maxi Dress,Artistic,Excellent,Red,Satisfied,Bohemian
582,4,3,Dress Shirt,Artistic,Average,Blue,Dissatisfied,Casual
9599,5,1,Leggings,Stylish,Good,Gray,Satisfied,Athleisure
3701,5,4,Tuxedo,Elegant,Excellent,Red,Dissatisfied,Formal
3764,5,4,Suit,Elegant,Excellent,Gray,Satisfied,Formal
5042,4,2,Embroidered Skirt,Artistic,Excellent,Gray,Dissatisfied,Bohemian
5040,5,2,Maxi Dress,Artistic,Excellent,Purple,Dissatisfied,Bohemian
9172,3,1,Leggings,Stylish,Good,White,Satisfied,Athleisure
6823,3,3,Hoodie,Stylish,Excellent,Black,Dissatisfied,Streetwear
2219,4,5,Tuxedo,Elegant,Excellent,Blue,Satisfied,Formal
2750,5,5,Tuxedo,Elegant,Excellent,Black,Satisfied,Formal
2077,4,4,Suit,Elegant,Excellent,Gray,Satisfied,Formal
5958,4,3,Embroidered Skirt,Artistic,Excellent,Blue,Satisfied,Bohemian
6605,4,4,Snapback,Bold Graphics,Good,Red,Satisfied,Streetwear
5575,3,2,Boho Blouse,Artistic,Excellent,Yellow,Dissatisfied,Bohemian
6531,4,3,Joggers,Stylish,Excellent,Red,Satisfied,Streetwear
2249,4,5,Suit,Elegant,Excellent,Floral,Satisfied,Formal
2832,5,4,Tuxedo,Elegant,Excellent,Navy,Dissatisfied,Formal
5360,3,2,Embroidered Skirt,Artistic,Excellent,Yellow,Satisfied,Bohemian
1584,3,1,Joggers,Artistic,Good,Pink,Dissatisfied,Casual
6680,4,4,Hoodie,Stylish,Good,Floral,Satisfied,Streetwear
7202,2,4,Joggers,Stylish,Good,White,Satisfied,Streetwear
460,3,2,Casual Dress,Artistic,Good,White,Satisfied,Casual
3622,4,4,Tuxedo,Elegant,Excellent,Floral,Dissatisfied,Formal
2264,5,4,Suit,Elegant,Excellent,Black,Satisfied,Formal
1950,5,2,Jeans,Simple,Good,Floral,Satisfied,Casual
4572,5,3,Embroidered Skirt,Artistic,Excellent,Brown,Satisfied,Bohemian
8999,3,1,Yoga Pants,Stylish,Average,Navy,Dissatisfied,Athleisure
1303,4,3,T-shirt,Simple,Good,Navy,Satisfied,Casual
2388,5,4,Suit,Elegant,Excellent,Green,Satisfied,Formal
2571,5,5,Tuxedo,Elegant,Excellent,Red,Satisfied,Formal
1765,5,2,Polo Shirt,Artistic,Average,Green,Dissatisfied,Casual
1373,5,1,Sports Bra,Simple,Good,Green,Dissatisfied,Casual
2496,4,4,Formal Shirt,Elegant,Excellent,Black,Dissatisfied,Formal
5228,5,3,Boho Blouse,Artistic,Good,Green,Dissatisfied,Bohemian
363,3,3,Flowy Skirt,Simple,Good,Floral,Satisfied,Casual
7292,5,4,Snapback,Bold Graphics,Good,Beige,Satisfied,Streetwear
5517,4,2,Embroidered Skirt,Artistic,Excellent,Black,Satisfied,Bohemian
8306,5,1,Yoga Pants,Stylish,Average,Brown,Dissatisfied,Athleisure
6797,5,4,Hoodie,Bold Graphics,Good,Gray,Satisfied,Streetwear
6216,2,4,Snapback,Stylish,Excellent,Gray,Dissatisfied,Streetwear
8052,5,3,Leggings,Bold Graphics,Average,Beige,Satisfied,Athleisure
6310,3,4,Joggers,Stylish,Excellent,White,Dissatisfied,Streetwear
3684,5,4,Suit,Elegant,Excellent,Gray,Satisfied,Formal
6129,4,4,Snapback,Bold Graphics,Good,Red,Dissatisfied,Streetwear
2104,4,5,Formal Shirt,Elegant,Excellent,Brown,Satisfied,Formal
8789,4,3,Sweat-wicking Tee,Bold Graphics,Average,White,Satisfied,Athleisure
8751,5,3,Yoga Pants,Bold Graphics,Average,Yellow,Satisfied,Athleisure
3666,4,4,Suit,Elegant,Excellent,Yellow,Satisfied,Formal
869,5,1,Running Shoes,Artistic,Average,Navy,Satisfied,Casual
1527,5,3,Tank Top,Artistic,Average,Beige,Dissatisfied,Casual
9973,5,3,Yoga Pants,Bold Graphics,Average,Pink,Satisfied,Athleisure
1056,5,3,Gown,Artistic,Good,Gray,Satisfied,Casual
439,3,3,Gown,Artistic,Good,Blue,Dissatisfied,Casual
6194,5,3,Joggers,Stylish,Excellent,Black,Satisfied,Streetwear
7306,4,4,Snapback,Bold Graphics,Excellent,Beige,Dissatisfied,Streetwear
5565,4,3,Maxi Dress,Artistic,Good,Blue,Dissatisfied,Bohemian
692,5,3,Maxi Skirt,Artistic,Good,White,Dissatisfied,Casual
6942,5,3,Hoodie,Stylish,Excellent,Gray,Dissatisfied,Streetwear
191,4,3,Jeans,Simple,Average,White,Satisfied,Casual
3595,5,4,Suit,Elegant,Excellent,Pink,Satisfied,Formal
2121,4,5,Tuxedo,Elegant,Excellent,Floral,Dissatisfied,Formal
3349,4,5,Tuxedo,Elegant,Excellent,Navy,Satisfied,Formal
486,4,3,Tunic,Artistic,Average,Floral,Dissatisfied,Casual
9846,3,3,Yoga Pants,Stylish,Average,Beige,Dissatisfied,Athleisure
6458,3,3,Hoodie,Bold Graphics,Excellent,Purple,Satisfied,Streetwear
6824,3,3,Hoodie,Stylish,Good,Red,Dissatisfied,Streetwear
3625,4,4,Tuxedo,Elegant,Excellent,Gray,Dissatisfied,Formal
8779,3,1,Leggings,Bold Graphics,Good,Pink,Satisfied,Athleisure
8688,4,1,Sweat-wicking Tee,Stylish,Good,Red,Satisfied,Athleisure
5388,5,2,Boho Blouse,Artistic,Good,Black,Satisfied,Bohemian
4318,5,4,Maxi Dress,Artistic,Excellent,Pink,Dissatisfied,Bohemian
3520,5,4,Suit,Elegant,Excellent,Red,Dissatisfied,Formal
6506,3,4,Joggers,Stylish,Excellent,White,Satisfied,Streetwear
1473,3,2,Cargo Pants,Artistic,Good,Pink,Satisfied,Casual
42,3,3,T-shirt,Artistic,Average,Beige,Dissatisfied,Casual
9274,3,2,Leggings,Stylish,Average,Gray,Dissatisfied,Athleisure
2893,4,5,Formal Shirt,Elegant,Excellent,Beige,Dissatisfied,Formal
7724,5,3,Snapback,Stylish,Good,White,Dissatisfied,Streetwear
9614,3,1,Sweat-wicking Tee,Stylish,Average,Pink,Satisfied,Athleisure
2415,5,4,Tuxedo,Elegant,Excellent,Purple,Dissatisfied,Formal
2074,4,5,Tuxedo,Elegant,Excellent,Brown,Dissatisfied,Formal
387,3,3,Baseball Cap,Simple,Good,Beige,Satisfied,Casual
2724,4,4,Formal Shirt,Elegant,Excellent,Yellow,Satisfied,Formal
4640,5,3,Embroidered Skirt,Artistic,Good,Red,Satisfied,Bohemian
7577,4,4,Joggers,Stylish,Excellent,Green,Satisfied,Streetwear
3143,4,4,Suit,Elegant,Excellent,Navy,Dissatisfied,Formal
5327,4,4,Embroidered Skirt,Artistic,Good,Black,Satisfied,Bohemian
2771,5,5,Tuxedo,Elegant,Excellent,Blue,Satisfied,Formal
5478,3,3,Maxi Dress,Artistic,Good,Black,Dissatisfied,Bohemian
7380,3,4,Joggers,Stylish,Good,Floral,Satisfied,Streetwear
2770,4,4,Tuxedo,Elegant,Excellent,Red,Satisfied,Formal
2122,5,4,Formal Shirt,Elegant,Excellent,Pink,Dissatisfied,Formal
1197,5,1,Henley Shirt,Simple,Good,Beige,Dissatisfied,Casual
1819,5,2,Evening Dress,Simple,Average,White,Dissatisfied,Casual
500,4,1,Maxi Dress,Artistic,Good,Beige,Dissatisfied,Casual
6698,4,4,Joggers,Bold Graphics,Good,Gray,Dissatisfied,Streetwear
8207,4,1,Leggings,Stylish,Good,Brown,Dissatisfied,Athleisure
9177,3,1,Sweat-wicking Tee,Stylish,Average,Purple,Satisfied,Athleisure
2643,4,5,Suit,Elegant,Excellent,Green,Dissatisfied,Formal
4973,3,2,Embroidered Skirt,Artistic,Excellent,Navy,Satisfied,Bohemian
4382,3,4,Embroidered Skirt,Artistic,Excellent,Yellow,Satisfied,Bohemian
950,4,1,Casual Dress,Simple,Average,Yellow,Satisfied,Casual
5653,5,3,Embroidered Skirt,Artistic,Good,Black,Satisfied,Bohemian
1658,3,3,Maxi Skirt,Simple,Average,Blue,Dissatisfied,Casual
4743,5,4,Maxi Dress,Artistic,Good,Gray,Satisfied,Bohemian
4358,5,4,Maxi Dress,Artistic,Good,Red,Satisfied,Bohemian
5143,3,3,Embroidered Skirt,Artistic,Excellent,Yellow,Dissatisfied,Bohemian
1276,4,1,Henley Shirt,Artistic,Average,Pink,Dissatisfied,Casual
8087,3,1,Leggings,Bold Graphics,Average,Red,Dissatisfied,Athleisure
5714,4,4,Boho Blouse,Artistic,Good,Blue,Satisfied,Bohemian
237,4,2,Tank Top,Simple,Good,Beige,Satisfied,Casual
6965,3,4,Joggers,Stylish,Good,Brown,Dissatisfied,Streetwear
7821,4,4,Hoodie,Stylish,Good,Purple,Dissatisfied,Streetwear
8234,4,2,Sweat-wicking Tee,Stylish,Average,Purple,Satisfied,Athleisure
8324,5,1,Sweat-wicking Tee,Stylish,Good,Floral,Satisfied,Athleisure
4494,3,3,Embroidered Skirt,Artistic,Excellent,Green,Dissatisfied,Bohemian
1902,5,2,Tank Top,Artistic,Average,Green,Satisfied,Casual
8876,3,1,Yoga Pants,Stylish,Good,Navy,Dissatisfied,Athleisure
1141,4,3,Tuxedo,Artistic,Good,Navy,Satisfied,Casual
2596,4,5,Formal Shirt,Elegant,Excellent,Navy,Dissatisfied,Formal
8974,3,3,Sweat-wicking Tee,Bold Graphics,Good,Pink,Satisfied,Athleisure
1945,5,3,Hoodie,Artistic,Average,Gray,Satisfied,Casual
1988,5,3,Sports Bra,Simple,Average,Brown,Satisfied,Casual
2577,4,4,Suit,Elegant,Excellent,Green,Satisfied,Formal
4515,5,2,Embroidered Skirt,Artistic,Good,Green,Dissatisfied,Bohemian
3062,4,5,Suit,Elegant,Excellent,Navy,Satisfied,Formal
2133,4,4,Formal Shirt,Elegant,Excellent,Purple,Satisfied,Formal
7357,4,4,Joggers,Bold Graphics,Excellent,Blue,Dissatisfied,Streetwear
1660,4,2,Running Shoes,Simple,Average,Beige,Satisfied,Casual
1494,3,1,Suit,Simple,Average,Pink,Satisfied,Casual
3944,4,4,Formal Shirt,Elegant,Excellent,Red,Dissatisfied,Formal
480,5,3,Tuxedo,Artistic,Average,White,Dissatisfied,Casual
1412,4,3,Crochet Top,Artistic,Average,Beige,Satisfied,Casual
1051,4,1,Sweatpants,Simple,Good,Navy,Dissatisfied,Casual
4922,3,4,Embroidered Skirt,Artistic,Excellent,Yellow,Satisfied,Bohemian
4957,4,3,Boho Blouse,Artistic,Excellent,Navy,Dissatisfied,Bohemian
9068,4,2,Yoga Pants,Bold Graphics,Average,Green,Dissatisfied,Athleisure
2814,4,4,Formal Shirt,Elegant,Excellent,Black,Satisfied,Formal
6391,3,3,Joggers,Stylish,Good,Brown,Dissatisfied,Streetwear
7571,5,3,Snapback,Stylish,Excellent,Black,Satisfied,Streetwear
1073,4,3,Maxi Skirt,Artistic,Good,Gray,Dissatisfied,Casual
5401,3,3,Boho Blouse,Artistic,Good,Gray,Satisfied,Bohemian
6543,5,3,Snapback,Stylish,Excellent,Red,Dissatisfied,Streetwear
8475,3,1,Yoga Pants,Stylish,Average,Red,Dissatisfied,Athleisure
6922,3,3,Joggers,Bold Graphics,Excellent,Black,Dissatisfied,Streetwear
8619,4,2,Leggings,Stylish,Good,Blue,Satisfied,Athleisure
2739,5,5,Tuxedo,Elegant,Excellent,Blue,Dissatisfied,Formal
1998,3,2,Leggings,Simple,Average,Yellow,Dissatisfied,Casual
7384,3,4,Snapback,Bold Graphics,Good,Floral,Dissatisfied,Streetwear
5275,5,4,Maxi Dress,Artistic,Good,Navy,Dissatisfied,Bohemian
621,4,2,Gym Shorts,Artistic,Good,Beige,Dissatisfied,Casual
7264,4,4,Snapback,Bold Graphics,Good,Purple,Dissatisfied,Streetwear
8777,5,3,Sweat-wicking Tee,Bold Graphics,Average,Pink,Satisfied,Athleisure
6948,3,4,Hoodie,Stylish,Excellent,Purple,Dissatisfied,Streetwear
3350,4,4,Suit,Elegant,Excellent,Green,Satisfied,Formal
6504,2,4,Hoodie,Stylish,Good,Purple,Satisfied,Streetwear
3316,5,4,Suit,Elegant,Excellent,Navy,Satisfied,Formal
5082,3,3,Maxi Dress,Artistic,Excellent,Pink,Dissatisfied,Bohemian
2726,5,4,Formal Shirt,Elegant,Excellent,Blue,Satisfied,Formal
1904,3,2,Athletic Jacket,Artistic,Good,Beige,Satisfied,Casual
1053,3,1,Cocktail Dress,Artistic,Good,Blue,Satisfied,Casual
9327,4,3,Sweat-wicking Tee,Stylish,Average,Purple,Satisfied,Athleisure
3325,5,5,Formal Shirt,Elegant,Excellent,Green,Satisfied,Formal
4035,5,2,Maxi Dress,Artistic,Good,Floral,Satisfied,Bohemian
4761,4,4,Embroidered Skirt,Artistic,Good,Floral,Satisfied,Bohemian
642,5,2,Running Shoes,Simple,Good,Navy,Satisfied,Casual
5297,4,2,Embroidered Skirt,Artistic,Good,Gray,Satisfied,Bohemian
7698,3,4,Hoodie,Stylish,Good,Purple,Dissatisfied,Streetwear
2846,4,4,Suit,Elegant,Excellent,Gray,Dissatisfied,Formal
9270,3,3,Leggings,Stylish,Average,Green,Dissatisfied,Athleisure
6598,4,4,Snapback,Bold Graphics,Excellent,Navy,Dissatisfied,Streetwear
4771,5,2,Boho Blouse,Artistic,Good,Pink,Satisfied,Bohemian
810,3,1,Maxi Dress,Simple,Average,Pink,Satisfied,Casual
6700,4,3,Snapback,Stylish,Good,Pink,Satisfied,Streetwear
1704,5,2,Formal Shirt,Artistic,Good,Pink,Dissatisfied,Casual
7428,4,4,Hoodie,Bold Graphics,Excellent,Red,Dissatisfied,Streetwear
1175,4,2,Suit,Artistic,Good,White,Satisfied,Casual
8866,5,1,Sweat-wicking Tee,Bold Graphics,Good,Pink,Dissatisfied,Athleisure
4648,5,2,Embroidered Skirt,Artistic,Good,Brown,Satisfied,Bohemian
1699,5,2,Henley Shirt,Simple,Average,Blue,Satisfied,Casual
6060,3,4,Snapback,Bold Graphics,Excellent,Navy,Satisfied,Streetwear
259,3,3,Sport Shorts,Simple,Good,Blue,Dissatisfied,Casual
5597,5,2,Maxi Dress,Artistic,Good,Pink,Satisfied,Bohemian
5854,4,3,Maxi Dress,Artistic,Good,Brown,Dissatisfied,Bohemian
8384,5,3,Yoga Pants,Stylish,Good,Pink,Dissatisfied,Athleisure
6577,3,4,Snapback,Bold Graphics,Excellent,Gray,Satisfied,Streetwear
1178,4,2,Suit,Artistic,Good,Green,Satisfied,Casual
3189,5,5,Tuxedo,Elegant,Excellent,Black,Dissatisfied,Formal
6033,4,4,Joggers,Stylish,Excellent,Red,Satisfied,Streetwear
3046,4,5,Tuxedo,Elegant,Excellent,Green,Dissatisfied,Formal
4359,3,2,Boho Blouse,Artistic,Excellent,Yellow,Satisfied,Bohemian
8006,3,1,Leggings,Bold Graphics,Average,Purple,Satisfied,Athleisure
4432,5,2,Maxi Dress,Artistic,Good,Green,Satisfied,Bohemian
7661,5,3,Hoodie,Bold Graphics,Good,Floral,Dissatisfied,Streetwear
510,3,2,Sweatpants,Simple,Good,Beige,Satisfied,Casual
2407,4,4,Formal Shirt,Elegant,Excellent,Blue,Satisfied,Formal
6341,4,3,Snapback,Stylish,Good,Brown,Satisfied,Streetwear
5025,5,4,Maxi Dress,Artistic,Excellent,Pink,Dissatisfied,Bohemian
819,4,2,Suit Dress,Simple,Average,Pink,Dissatisfied,Casual
6766,2,4,Snapback,Stylish,Good,Green,Dissatisfied,Streetwear
8111,5,1,Yoga Pants,Stylish,Average,Brown,Satisfied,Athleisure
957,3,2,Embroidered Skirt,Artistic,Average,Gray,Dissatisfied,Casual
882,3,2,Boho Skirt,Artistic,Good,Navy,Dissatisfied,Casual
4393,4,4,Embroidered Skirt,Artistic,Good,Beige,Satisfied,Bohemian
1154,4,2,Track Jacket,Artistic,Good,Yellow,Dissatisfied,Casual
2174,4,5,Formal Shirt,Elegant,Excellent,Green,Satisfied,Formal
2314,5,4,Suit,Elegant,Excellent,Purple,Satisfied,Formal
1372,5,3,Graphic Tee,Simple,Good,Green,Dissatisfied,Casual
8079,5,3,Yoga Pants,Stylish,Good,Brown,Satisfied,Athleisure
301,4,3,Henley Shirt,Artistic,Good,Purple,Satisfied,Casual
2359,4,5,Suit,Elegant,Excellent,Red,Dissatisfied,Formal
2103,4,4,Tuxedo,Elegant,Excellent,Yellow,Satisfied,Formal
7206,3,3,Joggers,Bold Graphics,Excellent,Blue,Satisfied,Streetwear
6374,4,4,Joggers,Stylish,Good,White,Satisfied,Streetwear
8536,5,3,Leggings,Bold Graphics,Good,Black,Dissatisfied,Athleisure
4841,4,4,Boho Blouse,Artistic,Good,Navy,Satisfied,Bohemian
3733,4,4,Formal Shirt,Elegant,Excellent,Black,Satisfied,Formal
